ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2010-06-07 00:24:00+00:00,33,1,6640,1058.25,1058.5,1057.75,1057.75,172,ES.c.0
2010-06-07 00:25:00+00:00,33,1,6640,1058.0,1058.25,1057.25,1057.5,920,ES.c.0
2010-06-07 00:26:00+00:00,33,1,6640,1057.5,1058.0,1057.0,1057.75,451,ES.c.0
2010-06-07 00:27:00+00:00,33,1,6640,1058.0,1058.0,1057.5,1058.0,139,ES.c.0
2010-06-07 00:28:00+00:00,33,1,6640,1057.75,1058.75,1057.75,1058.75,336,ES.c.0
2010-06-07 00:29:00+00:00,33,1,6640,1058.75,1059.25,1058.75,1058.75,606,ES.c.0
2010-06-07 00:30:00+00:00,33,1,6640,1058.75,1059.0,1058.0,1058.25,549,ES.c.0
2010-06-07 00:31:00+00:00,33,1,6640,1058.5,1058.75,1058.0,1058.25,420,ES.c.0
2010-06-07 00:32:00+00:00,33,1,6640,1058.25,1058.75,1058.25,1058.25,173,ES.c.0
2010-06-07 00:33:00+00:00,33,1,6640,1058.25,1058.25,1057.25,1058.0,452,ES.c.0
2010-06-07 00:34:00+00:00,33,1,6640,1057.75,1058.0,1057.25,1057.75,144,ES.c.0
2010-06-07 00:35:00+00:00,33,1,6640,1057.75,1058.0,1057.5,1058.0,86,ES.c.0
2010-06-07 00:36:00+00:00,33,1,6640,1058.0,1058.0,1057.5,1057.75,299,ES.c.0
2010-06-07 00:37:00+00:00,33,1,6640,1057.75,1057.75,1057.0,1057.5,335,ES.c.0
2010-06-07 00:38:00+00:00,33,1,6640,1057.5,1057.5,1057.0,1057.0,111,ES.c.0
2010-06-07 00:39:00+00:00,33,1,6640,1057.0,1057.25,1057.0,1057.25,180,ES.c.0
2010-06-07 00:40:00+00:00,33,1,6640,1057.25,1057.25,1056.0,1056.75,1119,ES.c.0
2010-06-07 00:41:00+00:00,33,1,6640,1056.75,1057.0,1056.5,1057.0,279,ES.c.0
2010-06-07 00:42:00+00:00,33,1,6640,1056.75,1056.75,1055.25,1056.0,1178,ES.c.0
2010-06-07 00:43:00+00:00,33,1,6640,1056.0,1056.0,1052.0,1052.75,2708,ES.c.0
2010-06-07 00:44:00+00:00,33,1,6640,1053.0,1055.25,1052.75,1053.75,1083,ES.c.0
2010-06-07 00:45:00+00:00,33,1,6640,1053.75,1055.25,1053.75,1055.0,734,ES.c.0
2010-06-07 00:46:00+00:00,33,1,6640,1055.25,1055.5,1055.0,1055.25,291,ES.c.0
2010-06-07 00:47:00+00:00,33,1,6640,1055.5,1055.75,1055.0,1055.25,314,ES.c.0
2010-06-07 00:48:00+00:00,33,1,6640,1055.25,1055.75,1055.0,1055.5,646,ES.c.0
2010-06-07 00:49:00+00:00,33,1,6640,1055.75,1056.5,1055.25,1055.5,641,ES.c.0
2010-06-07 00:50:00+00:00,33,1,6640,1055.5,1055.5,1054.75,1055.0,186,ES.c.0
2010-06-07 00:51:00+00:00,33,1,6640,1055.0,1055.25,1054.5,1055.0,270,ES.c.0
2010-06-07 00:52:00+00:00,33,1,6640,1054.75,1055.25,1054.5,1055.25,198,ES.c.0
2010-06-07 00:53:00+00:00,33,1,6640,1055.0,1055.25,1054.5,1055.25,125,ES.c.0
2010-06-07 00:54:00+00:00,33,1,6640,1055.25,1055.5,1054.75,1054.75,185,ES.c.0
2010-06-07 00:55:00+00:00,33,1,6640,1054.75,1055.25,1054.5,1055.0,101,ES.c.0
2010-06-07 00:56:00+00:00,33,1,6640,1055.0,1055.0,1054.5,1054.5,165,ES.c.0
2010-06-07 00:57:00+00:00,33,1,6640,1054.5,1055.0,1054.25,1054.75,143,ES.c.0
2010-06-07 00:58:00+00:00,33,1,6640,1054.75,1055.0,1054.75,1055.0,30,ES.c.0
2010-06-07 00:59:00+00:00,33,1,6640,1055.0,1055.25,1055.0,1055.25,139,ES.c.0
2010-06-07 01:00:00+00:00,33,1,6640,1055.25,1055.75,1055.0,1055.75,260,ES.c.0
2010-06-07 01:01:00+00:00,33,1,6640,1055.5,1056.25,1055.5,1056.0,278,ES.c.0
2010-06-07 01:02:00+00:00,33,1,6640,1056.0,1056.25,1055.75,1056.0,144,ES.c.0
2010-06-07 01:03:00+00:00,33,1,6640,1056.0,1056.5,1055.5,1055.5,147,ES.c.0
2010-06-07 01:04:00+00:00,33,1,6640,1055.75,1056.0,1055.5,1055.5,210,ES.c.0
2010-06-07 01:05:00+00:00,33,1,6640,1055.5,1056.25,1055.25,1056.25,101,ES.c.0
2010-06-07 01:06:00+00:00,33,1,6640,1056.0,1056.0,1054.5,1054.75,175,ES.c.0
2010-06-07 01:07:00+00:00,33,1,6640,1054.75,1055.75,1054.75,1055.25,200,ES.c.0
2010-06-07 01:08:00+00:00,33,1,6640,1055.25,1055.5,1054.75,1055.0,139,ES.c.0
2010-06-07 01:09:00+00:00,33,1,6640,1055.0,1055.0,1054.5,1054.75,148,ES.c.0
2010-06-07 01:10:00+00:00,33,1,6640,1054.75,1055.5,1054.5,1055.25,71,ES.c.0
2010-06-07 01:11:00+00:00,33,1,6640,1055.25,1056.0,1055.0,1055.5,189,ES.c.0
2010-06-07 01:12:00+00:00,33,1,6640,1055.5,1055.75,1054.75,1054.75,173,ES.c.0
2010-06-07 01:13:00+00:00,33,1,6640,1055.0,1055.5,1054.75,1055.25,70,ES.c.0
2010-06-07 01:14:00+00:00,33,1,6640,1055.25,1055.25,1054.75,1055.0,102,ES.c.0
2010-06-07 01:15:00+00:00,33,1,6640,1055.25,1055.25,1054.75,1055.0,64,ES.c.0
2010-06-07 01:16:00+00:00,33,1,6640,1054.75,1055.0,1054.5,1054.75,93,ES.c.0
2010-06-07 01:17:00+00:00,33,1,6640,1055.0,1055.5,1055.0,1055.5,76,ES.c.0
2010-06-07 01:18:00+00:00,33,1,6640,1055.5,1056.0,1055.25,1055.5,185,ES.c.0
2010-06-07 01:19:00+00:00,33,1,6640,1055.25,1056.25,1055.25,1055.75,89,ES.c.0
2010-06-07 01:20:00+00:00,33,1,6640,1055.75,1056.0,1055.75,1056.0,127,ES.c.0
2010-06-07 01:21:00+00:00,33,1,6640,1056.0,1056.25,1056.0,1056.0,24,ES.c.0
2010-06-07 01:22:00+00:00,33,1,6640,1056.25,1056.25,1055.75,1055.75,36,ES.c.0
2010-06-07 01:23:00+00:00,33,1,6640,1055.5,1055.75,1055.0,1055.0,138,ES.c.0
2010-06-07 01:24:00+00:00,33,1,6640,1055.0,1055.5,1054.5,1054.75,446,ES.c.0
2010-06-07 01:25:00+00:00,33,1,6640,1054.75,1055.25,1054.75,1055.0,97,ES.c.0
2010-06-07 01:26:00+00:00,33,1,6640,1055.0,1055.0,1054.75,1055.0,44,ES.c.0
2010-06-07 01:27:00+00:00,33,1,6640,1054.75,1054.75,1054.0,1054.0,299,ES.c.0
2010-06-07 01:28:00+00:00,33,1,6640,1054.0,1054.25,1053.25,1053.5,404,ES.c.0
2010-06-07 01:29:00+00:00,33,1,6640,1053.25,1053.5,1053.0,1053.0,205,ES.c.0
2010-06-07 01:30:00+00:00,33,1,6640,1053.0,1054.0,1052.75,1054.0,393,ES.c.0
2010-06-07 01:31:00+00:00,33,1,6640,1054.0,1054.25,1053.75,1054.0,257,ES.c.0
2010-06-07 01:32:00+00:00,33,1,6640,1054.0,1054.25,1053.75,1054.0,461,ES.c.0
2010-06-07 01:33:00+00:00,33,1,6640,1054.25,1054.5,1053.75,1054.25,330,ES.c.0
2010-06-07 01:34:00+00:00,33,1,6640,1054.25,1054.25,1053.75,1054.0,140,ES.c.0
2010-06-07 01:35:00+00:00,33,1,6640,1053.75,1054.5,1053.75,1054.0,470,ES.c.0
2010-06-07 01:36:00+00:00,33,1,6640,1054.0,1054.0,1053.75,1053.75,40,ES.c.0
2010-06-07 01:37:00+00:00,33,1,6640,1053.75,1054.25,1053.75,1054.0,66,ES.c.0
2010-06-07 01:38:00+00:00,33,1,6640,1054.0,1054.25,1054.0,1054.0,48,ES.c.0
2010-06-07 01:39:00+00:00,33,1,6640,1054.0,1054.25,1054.0,1054.0,186,ES.c.0
2010-06-07 01:40:00+00:00,33,1,6640,1054.0,1054.5,1053.75,1054.0,227,ES.c.0
2010-06-07 01:41:00+00:00,33,1,6640,1053.75,1053.75,1053.25,1053.5,224,ES.c.0
2010-06-07 01:42:00+00:00,33,1,6640,1053.5,1053.5,1053.0,1053.0,166,ES.c.0
2010-06-07 01:43:00+00:00,33,1,6640,1053.0,1053.25,1052.5,1053.0,165,ES.c.0
2010-06-07 01:44:00+00:00,33,1,6640,1053.0,1053.75,1053.0,1053.5,177,ES.c.0
2010-06-07 01:45:00+00:00,33,1,6640,1053.5,1053.5,1053.5,1053.5,47,ES.c.0
2010-06-07 01:46:00+00:00,33,1,6640,1053.25,1053.25,1052.75,1053.0,181,ES.c.0
2010-06-07 01:47:00+00:00,33,1,6640,1052.75,1053.0,1052.5,1052.75,261,ES.c.0
2010-06-07 01:48:00+00:00,33,1,6640,1052.75,1052.75,1052.5,1052.75,146,ES.c.0
2010-06-07 01:49:00+00:00,33,1,6640,1052.75,1052.75,1052.25,1052.5,217,ES.c.0
2010-06-07 01:50:00+00:00,33,1,6640,1052.25,1052.5,1052.25,1052.5,104,ES.c.0
2010-06-07 01:51:00+00:00,33,1,6640,1052.5,1053.0,1052.5,1052.75,283,ES.c.0
2010-06-07 01:52:00+00:00,33,1,6640,1052.75,1053.5,1052.5,1053.5,703,ES.c.0
2010-06-07 01:53:00+00:00,33,1,6640,1053.5,1053.5,1053.25,1053.5,168,ES.c.0
2010-06-07 01:54:00+00:00,33,1,6640,1053.5,1053.5,1053.0,1053.25,175,ES.c.0
2010-06-07 01:55:00+00:00,33,1,6640,1053.25,1053.5,1052.0,1052.5,604,ES.c.0
2010-06-07 01:56:00+00:00,33,1,6640,1052.5,1053.0,1052.5,1053.0,141,ES.c.0
2010-06-07 01:57:00+00:00,33,1,6640,1053.0,1053.0,1052.25,1052.5,151,ES.c.0
2010-06-07 01:58:00+00:00,33,1,6640,1052.5,1052.75,1052.0,1052.25,512,ES.c.0
2010-06-07 01:59:00+00:00,33,1,6640,1052.5,1052.5,1052.0,1052.0,326,ES.c.0
2010-06-07 02:00:00+00:00,33,1,6640,1052.25,1052.75,1052.0,1052.75,455,ES.c.0
2010-06-07 02:01:00+00:00,33,1,6640,1052.75,1052.75,1052.25,1052.75,433,ES.c.0
2010-06-07 02:02:00+00:00,33,1,6640,1052.5,1052.5,1052.0,1052.25,434,ES.c.0
2010-06-07 02:03:00+00:00,33,1,6640,1052.25,1053.0,1052.25,1053.0,201,ES.c.0
2010-06-07 02:04:00+00:00,33,1,6640,1053.0,1053.0,1052.75,1053.0,83,ES.c.0
2010-06-07 02:05:00+00:00,33,1,6640,1053.0,1053.0,1052.75,1052.75,107,ES.c.0
2010-06-07 02:06:00+00:00,33,1,6640,1053.0,1053.5,1052.75,1053.0,215,ES.c.0
2010-06-07 02:07:00+00:00,33,1,6640,1053.25,1053.5,1053.0,1053.25,25,ES.c.0
2010-06-07 02:08:00+00:00,33,1,6640,1053.25,1053.5,1053.25,1053.5,78,ES.c.0
2010-06-07 02:09:00+00:00,33,1,6640,1053.5,1053.5,1053.0,1053.25,76,ES.c.0
2010-06-07 02:10:00+00:00,33,1,6640,1053.25,1054.0,1053.25,1053.75,250,ES.c.0
2010-06-07 02:11:00+00:00,33,1,6640,1053.75,1054.25,1053.5,1054.0,87,ES.c.0
2010-06-07 02:12:00+00:00,33,1,6640,1054.0,1054.5,1053.75,1054.5,253,ES.c.0
2010-06-07 02:13:00+00:00,33,1,6640,1054.25,1054.5,1054.0,1054.25,120,ES.c.0
2010-06-07 02:14:00+00:00,33,1,6640,1054.25,1054.5,1054.0,1054.25,65,ES.c.0
2010-06-07 02:15:00+00:00,33,1,6640,1054.25,1055.75,1054.0,1055.25,583,ES.c.0
2010-06-07 02:16:00+00:00,33,1,6640,1055.25,1055.5,1054.25,1054.25,345,ES.c.0
2010-06-07 02:17:00+00:00,33,1,6640,1054.25,1054.5,1053.75,1053.75,193,ES.c.0
2010-06-07 02:18:00+00:00,33,1,6640,1053.75,1054.25,1053.75,1054.25,136,ES.c.0
2010-06-07 02:19:00+00:00,33,1,6640,1054.25,1054.25,1054.0,1054.0,20,ES.c.0
2010-06-07 02:20:00+00:00,33,1,6640,1054.0,1054.75,1054.0,1054.5,132,ES.c.0
2010-06-07 02:21:00+00:00,33,1,6640,1054.5,1054.5,1054.25,1054.25,17,ES.c.0
2010-06-07 02:22:00+00:00,33,1,6640,1054.25,1054.25,1054.0,1054.25,74,ES.c.0
2010-06-07 02:23:00+00:00,33,1,6640,1054.5,1054.75,1054.25,1054.5,117,ES.c.0
2010-06-07 02:24:00+00:00,33,1,6640,1054.75,1055.0,1054.75,1054.75,102,ES.c.0
2010-06-07 02:25:00+00:00,33,1,6640,1054.75,1055.0,1054.75,1054.75,61,ES.c.0
2010-06-07 02:26:00+00:00,33,1,6640,1054.5,1054.75,1053.5,1053.5,510,ES.c.0
2010-06-07 02:27:00+00:00,33,1,6640,1053.5,1054.5,1053.5,1054.25,259,ES.c.0
2010-06-07 02:28:00+00:00,33,1,6640,1054.0,1054.25,1054.0,1054.25,70,ES.c.0
2010-06-07 02:29:00+00:00,33,1,6640,1054.25,1054.25,1054.25,1054.25,54,ES.c.0
2010-06-07 02:30:00+00:00,33,1,6640,1054.25,1054.5,1054.25,1054.5,49,ES.c.0
2010-06-07 02:31:00+00:00,33,1,6640,1054.25,1054.5,1054.0,1054.5,237,ES.c.0
2010-06-07 02:32:00+00:00,33,1,6640,1054.5,1054.75,1054.5,1054.75,109,ES.c.0
2010-06-07 02:33:00+00:00,33,1,6640,1054.75,1055.0,1054.5,1055.0,277,ES.c.0
2010-06-07 02:34:00+00:00,33,1,6640,1055.0,1055.0,1053.75,1054.25,213,ES.c.0
2010-06-07 02:35:00+00:00,33,1,6640,1054.0,1055.5,1054.0,1054.5,363,ES.c.0
2010-06-07 02:36:00+00:00,33,1,6640,1054.75,1055.25,1054.75,1055.25,54,ES.c.0
2010-06-07 02:37:00+00:00,33,1,6640,1055.25,1056.25,1055.25,1056.25,421,ES.c.0
2010-06-07 02:38:00+00:00,33,1,6640,1056.0,1056.25,1055.5,1056.25,150,ES.c.0
2010-06-07 02:39:00+00:00,33,1,6640,1056.25,1057.0,1056.0,1057.0,284,ES.c.0
2010-06-07 02:40:00+00:00,33,1,6640,1056.75,1057.25,1056.5,1057.0,339,ES.c.0
2010-06-07 02:41:00+00:00,33,1,6640,1057.0,1057.25,1056.75,1056.75,170,ES.c.0
2010-06-07 02:42:00+00:00,33,1,6640,1056.75,1057.0,1056.0,1056.75,295,ES.c.0
2010-06-07 02:43:00+00:00,33,1,6640,1056.75,1057.0,1056.5,1056.5,258,ES.c.0
2010-06-07 02:44:00+00:00,33,1,6640,1056.5,1056.75,1055.75,1055.75,338,ES.c.0
2010-06-07 02:45:00+00:00,33,1,6640,1056.0,1056.25,1056.0,1056.25,41,ES.c.0
2010-06-07 02:46:00+00:00,33,1,6640,1056.25,1056.25,1056.0,1056.25,21,ES.c.0
2010-06-07 02:47:00+00:00,33,1,6640,1056.5,1057.25,1056.5,1056.5,234,ES.c.0
2010-06-07 02:48:00+00:00,33,1,6640,1056.5,1056.5,1056.0,1056.25,23,ES.c.0
2010-06-07 02:49:00+00:00,33,1,6640,1056.25,1057.0,1056.25,1057.0,82,ES.c.0
2010-06-07 02:50:00+00:00,33,1,6640,1057.0,1057.0,1056.5,1056.75,109,ES.c.0
2010-06-07 02:51:00+00:00,33,1,6640,1056.75,1056.75,1056.5,1056.75,6,ES.c.0
2010-06-07 02:52:00+00:00,33,1,6640,1056.5,1057.25,1056.5,1057.25,207,ES.c.0
2010-06-07 02:53:00+00:00,33,1,6640,1057.25,1057.75,1057.0,1057.0,239,ES.c.0
2010-06-07 02:54:00+00:00,33,1,6640,1057.0,1057.0,1056.25,1057.0,154,ES.c.0
2010-06-07 02:55:00+00:00,33,1,6640,1056.75,1057.0,1056.5,1056.5,45,ES.c.0
2010-06-07 02:56:00+00:00,33,1,6640,1056.5,1056.75,1056.0,1056.5,175,ES.c.0
2010-06-07 02:57:00+00:00,33,1,6640,1056.5,1056.75,1056.25,1056.5,30,ES.c.0
2010-06-07 02:58:00+00:00,33,1,6640,1056.5,1056.75,1056.25,1056.25,61,ES.c.0
2010-06-07 02:59:00+00:00,33,1,6640,1056.5,1056.75,1056.5,1056.75,18,ES.c.0
2010-06-07 03:00:00+00:00,33,1,6640,1056.75,1057.0,1056.5,1056.5,39,ES.c.0
2010-06-07 03:01:00+00:00,33,1,6640,1056.5,1056.5,1056.0,1056.0,69,ES.c.0
2010-06-07 03:02:00+00:00,33,1,6640,1055.75,1055.75,1054.5,1054.75,239,ES.c.0
2010-06-07 03:03:00+00:00,33,1,6640,1054.5,1055.0,1054.5,1054.75,89,ES.c.0
2010-06-07 03:04:00+00:00,33,1,6640,1054.75,1054.75,1054.25,1054.75,107,ES.c.0
2010-06-07 03:05:00+00:00,33,1,6640,1054.75,1054.75,1054.25,1054.75,58,ES.c.0
2010-06-07 03:06:00+00:00,33,1,6640,1054.75,1055.5,1054.25,1055.0,238,ES.c.0
2010-06-07 03:07:00+00:00,33,1,6640,1055.0,1055.0,1054.75,1054.75,64,ES.c.0
2010-06-07 03:08:00+00:00,33,1,6640,1054.75,1055.0,1054.5,1054.5,55,ES.c.0
2010-06-07 03:09:00+00:00,33,1,6640,1054.5,1054.5,1054.25,1054.5,59,ES.c.0
2010-06-07 03:10:00+00:00,33,1,6640,1054.5,1054.75,1054.5,1054.75,44,ES.c.0
2010-06-07 03:11:00+00:00,33,1,6640,1054.75,1055.25,1054.75,1055.25,205,ES.c.0
2010-06-07 03:12:00+00:00,33,1,6640,1055.25,1056.0,1055.25,1055.5,86,ES.c.0
2010-06-07 03:13:00+00:00,33,1,6640,1055.5,1056.0,1055.5,1055.75,102,ES.c.0
2010-06-07 03:14:00+00:00,33,1,6640,1055.75,1056.0,1055.75,1055.75,21,ES.c.0
2010-06-07 03:15:00+00:00,33,1,6640,1055.75,1056.5,1055.5,1056.25,115,ES.c.0
2010-06-07 03:16:00+00:00,33,1,6640,1056.25,1056.25,1056.0,1056.0,21,ES.c.0
2010-06-07 03:17:00+00:00,33,1,6640,1056.0,1056.0,1055.0,1055.75,185,ES.c.0
2010-06-07 03:18:00+00:00,33,1,6640,1055.75,1055.75,1055.5,1055.5,35,ES.c.0
2010-06-07 03:19:00+00:00,33,1,6640,1055.5,1055.5,1055.25,1055.5,20,ES.c.0
2010-06-07 03:20:00+00:00,33,1,6640,1055.75,1055.75,1054.25,1055.0,223,ES.c.0
2010-06-07 03:21:00+00:00,33,1,6640,1055.0,1055.25,1054.5,1054.75,105,ES.c.0
2010-06-07 03:22:00+00:00,33,1,6640,1054.75,1055.0,1054.75,1055.0,19,ES.c.0
2010-06-07 03:23:00+00:00,33,1,6640,1055.0,1055.5,1055.0,1055.25,45,ES.c.0
2010-06-07 03:24:00+00:00,33,1,6640,1055.5,1055.5,1054.75,1055.0,38,ES.c.0
2010-06-07 03:25:00+00:00,33,1,6640,1054.75,1055.0,1054.75,1055.0,32,ES.c.0
2010-06-07 03:26:00+00:00,33,1,6640,1055.0,1055.5,1055.0,1055.25,55,ES.c.0
2010-06-07 03:27:00+00:00,33,1,6640,1055.0,1055.25,1054.75,1055.0,49,ES.c.0
2010-06-07 03:28:00+00:00,33,1,6640,1055.25,1055.75,1055.0,1055.75,41,ES.c.0
2010-06-07 03:29:00+00:00,33,1,6640,1055.75,1055.75,1055.5,1055.5,89,ES.c.0
2010-06-07 03:30:00+00:00,33,1,6640,1055.25,1056.0,1055.25,1056.0,116,ES.c.0
2010-06-07 03:31:00+00:00,33,1,6640,1056.0,1057.0,1056.0,1056.5,216,ES.c.0
2010-06-07 03:32:00+00:00,33,1,6640,1056.75,1057.25,1056.5,1057.0,203,ES.c.0
2010-06-07 03:33:00+00:00,33,1,6640,1057.0,1057.25,1056.75,1056.75,181,ES.c.0
2010-06-07 03:34:00+00:00,33,1,6640,1056.5,1056.5,1056.25,1056.5,73,ES.c.0
2010-06-07 03:35:00+00:00,33,1,6640,1056.25,1056.25,1056.25,1056.25,20,ES.c.0
2010-06-07 03:36:00+00:00,33,1,6640,1056.0,1056.5,1056.0,1056.5,55,ES.c.0
2010-06-07 03:37:00+00:00,33,1,6640,1056.25,1056.75,1056.25,1056.5,178,ES.c.0
2010-06-07 03:38:00+00:00,33,1,6640,1056.25,1056.5,1056.0,1056.25,52,ES.c.0
2010-06-07 03:39:00+00:00,33,1,6640,1056.0,1056.25,1056.0,1056.25,111,ES.c.0
2010-06-07 03:40:00+00:00,33,1,6640,1056.25,1057.0,1056.25,1056.75,111,ES.c.0
2010-06-07 03:41:00+00:00,33,1,6640,1056.75,1057.25,1056.5,1056.75,87,ES.c.0
2010-06-07 03:42:00+00:00,33,1,6640,1056.75,1056.75,1056.25,1056.75,125,ES.c.0
2010-06-07 03:43:00+00:00,33,1,6640,1056.75,1056.75,1056.75,1056.75,5,ES.c.0
2010-06-07 03:44:00+00:00,33,1,6640,1056.75,1057.0,1056.75,1057.0,5,ES.c.0
2010-06-07 03:45:00+00:00,33,1,6640,1057.0,1057.25,1057.0,1057.0,97,ES.c.0
2010-06-07 03:46:00+00:00,33,1,6640,1057.25,1057.5,1057.25,1057.25,44,ES.c.0
2010-06-07 03:47:00+00:00,33,1,6640,1057.0,1057.0,1056.75,1057.0,60,ES.c.0
2010-06-07 03:48:00+00:00,33,1,6640,1057.0,1057.0,1057.0,1057.0,57,ES.c.0
2010-06-07 03:49:00+00:00,33,1,6640,1057.0,1057.0,1056.75,1057.0,64,ES.c.0
2010-06-07 03:50:00+00:00,33,1,6640,1057.0,1057.0,1056.75,1056.75,22,ES.c.0
2010-06-07 03:51:00+00:00,33,1,6640,1057.0,1057.0,1056.5,1056.5,118,ES.c.0
2010-06-07 03:52:00+00:00,33,1,6640,1056.25,1056.5,1056.0,1056.5,96,ES.c.0
2010-06-07 03:53:00+00:00,33,1,6640,1056.75,1057.5,1056.75,1057.25,131,ES.c.0
2010-06-07 03:54:00+00:00,33,1,6640,1057.25,1057.75,1057.25,1057.5,183,ES.c.0
2010-06-07 03:55:00+00:00,33,1,6640,1057.5,1057.75,1057.25,1057.5,113,ES.c.0
2010-06-07 03:56:00+00:00,33,1,6640,1057.25,1057.75,1057.25,1057.25,120,ES.c.0
2010-06-07 03:57:00+00:00,33,1,6640,1057.25,1057.25,1057.0,1057.25,15,ES.c.0
2010-06-07 03:58:00+00:00,33,1,6640,1057.25,1057.25,1057.0,1057.0,111,ES.c.0
2010-06-07 03:59:00+00:00,33,1,6640,1057.0,1057.0,1056.5,1057.0,189,ES.c.0
2010-06-07 04:00:00+00:00,33,1,6640,1056.75,1057.0,1056.5,1056.5,109,ES.c.0
2010-06-07 04:01:00+00:00,33,1,6640,1056.5,1057.25,1056.5,1057.0,113,ES.c.0
2010-06-07 04:02:00+00:00,33,1,6640,1056.75,1057.0,1056.75,1056.75,57,ES.c.0
2010-06-07 04:03:00+00:00,33,1,6640,1056.75,1057.0,1056.5,1056.5,30,ES.c.0
2010-06-07 04:04:00+00:00,33,1,6640,1056.5,1057.0,1056.5,1057.0,6,ES.c.0
2010-06-07 04:05:00+00:00,33,1,6640,1057.0,1057.5,1057.0,1057.0,124,ES.c.0
2010-06-07 04:06:00+00:00,33,1,6640,1057.0,1057.25,1057.0,1057.25,16,ES.c.0
2010-06-07 04:07:00+00:00,33,1,6640,1057.25,1057.25,1056.5,1056.5,39,ES.c.0
2010-06-07 04:08:00+00:00,33,1,6640,1056.75,1057.0,1056.5,1057.0,39,ES.c.0
2010-06-07 04:09:00+00:00,33,1,6640,1057.0,1057.0,1056.5,1056.5,25,ES.c.0
2010-06-07 04:10:00+00:00,33,1,6640,1056.5,1056.5,1056.25,1056.5,39,ES.c.0
2010-06-07 04:11:00+00:00,33,1,6640,1056.75,1056.75,1056.5,1056.5,35,ES.c.0
2010-06-07 04:12:00+00:00,33,1,6640,1056.75,1057.0,1056.75,1057.0,106,ES.c.0
2010-06-07 04:13:00+00:00,33,1,6640,1057.0,1057.5,1056.75,1057.5,205,ES.c.0
2010-06-07 04:14:00+00:00,33,1,6640,1057.5,1058.5,1057.25,1058.0,789,ES.c.0
2010-06-07 04:15:00+00:00,33,1,6640,1057.75,1058.5,1057.5,1058.25,302,ES.c.0
2010-06-07 04:16:00+00:00,33,1,6640,1058.25,1058.5,1058.0,1058.0,76,ES.c.0
2010-06-07 04:17:00+00:00,33,1,6640,1058.0,1058.25,1057.75,1057.75,71,ES.c.0
2010-06-07 04:18:00+00:00,33,1,6640,1057.75,1058.25,1057.5,1058.0,89,ES.c.0
2010-06-07 04:19:00+00:00,33,1,6640,1058.0,1058.25,1058.0,1058.25,18,ES.c.0
2010-06-07 04:20:00+00:00,33,1,6640,1058.0,1058.25,1058.0,1058.25,24,ES.c.0
2010-06-07 04:21:00+00:00,33,1,6640,1058.25,1058.25,1057.75,1058.0,45,ES.c.0
